sku,date,quantity,is_promotional,region
SKU-C,2024-08-09,231.2,False,default
SKU-A,2024-08-10,58.8,False,default
SKU-B,2024-08-10,56.1,False,default
SKU-C,2024-08-10,35.1,False,default
SKU-A,2024-08-11,47.6,False,default
SKU-B,2024-08-11,32.9,False,default
SKU-C,2024-08-11,0.0,False,default
SKU-A,2024-08-12,150.7,False,default
SKU-B,2024-08-12,98.4,False,default
SKU-C,2024-08-12,217.1,False,default
SKU-A,2024-08-13,143.9,False,default
SKU-B,2024-08-13,90.8,False,default
SKU-C,2024-08-13,295.6,False,default
SKU-A,2024-08-14,169.2,False,default
SKU-B,2024-08-14,114.4,False,default
SKU-C,2024-08-14,269.2,False,default
SKU-A,2024-08-15,137.9,False,default
SKU-B,2024-08-15,96.2,False,default
SKU-C,2024-08-15,262.8,False,default
SKU-A,2024-08-16,120.7,False,default
SKU-B,2024-08-16,98.2,False,default
SKU-C,2024-08-16,219.0,False,default
SKU-A,2024-08-17,56.0,False,default
SKU-B,2024-08-17,47.5,False,default
SKU-C,2024-08-17,110.9,False,default
SKU-A,2024-08-18,25.3,False,default
SKU-B,2024-08-18,31.7,False,default
SKU-C,2024-08-18,22.7,False,default
SKU-A,2024-08-19,162.7,False,default
SKU-B,2024-08-19,106.4,False,default
SKU-C,2024-08-19,240.4,False,default
SKU-A,2024-08-20,158.0,False,default
SKU-B,2024-08-20,87.7,False,default
SKU-C,2024-08-20,270.6,False,default
SKU-A,2024-08-21,149.9,False,default
SKU-B,2024-08-21,94.7,False,default
SKU-C,2024-08-21,273.1,False,default
SKU-A,2024-08-22,141.7,False,default
SKU-B,2024-08-22,85.6,False,default
SKU-C,2024-08-22,207.3,False,default
SKU-A,2024-08-23,145.8,False,default
SKU-B,2024-08-23,76.7,False,default
SKU-C,2024-08-23,264.9,False,default
SKU-A,2024-08-24,29.4,False,default
SKU-B,2024-08-24,56.6,False,default
SKU-C,2024-08-24,103.2,False,default
SKU-A,2024-08-25,28.8,False,default
SKU-B,2024-08-25,14.3,False,default
SKU-C,2024-08-25,58.8,False,default
SKU-A,2024-08-26,150.1,False,default
SKU-B,2024-08-26,109.7,False,default
SKU-C,2024-08-26,246.4,False,default
SKU-A,2024-08-27,152.5,False,default
SKU-B,2024-08-27,94.7,False,default
SKU-C,2024-08-27,241.4,False,default
SKU-A,2024-08-28,154.5,False,default
SKU-B,2024-08-28,81.0,False,default
SKU-C,2024-08-28,208.4,False,default
SKU-A,2024-08-29,160.6,False,default
SKU-B,2024-08-29,99.5,False,default
SKU-C,2024-08-29,236.8,False,default
SKU-A,2024-08-30,134.4,False,default
SKU-B,2024-08-30,91.2,False,default
SKU-C,2024-08-30,203.1,False,default
SKU-A,2024-08-31,47.8,False,default
SKU-B,2024-08-31,40.8,False,default
SKU-C,2024-08-31,71.5,False,default
SKU-A,2024-09-01,35.7,False,default
SKU-B,2024-09-01,2.4,False,default
SKU-C,2024-09-01,73.6,False,default
SKU-A,2024-09-02,154.8,False,default
SKU-B,2024-09-02,99.2,False,default
SKU-C,2024-09-02,263.0,False,default
SKU-A,2024-09-03,172.2,False,default
SKU-B,2024-09-03,106.5,False,default
SKU-C,2024-09-03,191.7,False,default
SKU-A,2024-09-04,127.6,False,default
SKU-B,2024-09-04,89.8,False,default
SKU-C,2024-09-04,237.6,False,default
SKU-A,2024-09-05,154.1,False,default
SKU-B,2024-09-05,88.4,False,default
SKU-C,2024-09-05,240.8,False,default
SKU-A,2024-09-06,119.9,False,default
SKU-B,2024-09-06,79.7,False,default
SKU-C,2024-09-06,176.7,False,default
SKU-A,2024-09-07,44.3,False,default
SKU-B,2024-09-07,24.5,False,default
SKU-C,2024-09-07,69.4,False,default
SKU-A,2024-09-08,44.8,False,default
SKU-B,2024-09-08,9.5,False,default
SKU-C,2024-09-08,112.6,False,default
SKU-A,2024-09-09,151.8,False,default
SKU-B,2024-09-09,171.8,True,default
SKU-C,2024-09-09,211.5,False,default
SKU-A,2024-09-10,154.5,False,default
SKU-B,2024-09-10,163.7,True,default
SKU-C,2024-09-10,235.2,False,default
SKU-A,2024-09-11,181.9,False,default
SKU-B,2024-09-11,167.9,True,default
SKU-C,2024-09-11,260.1,False,default
SKU-A,2024-09-12,132.5,False,default
SKU-B,2024-09-12,167.9,True,default
SKU-C,2024-09-12,274.8,False,default
SKU-A,2024-09-13,118.9,False,default
SKU-B,2024-09-13,169.0,True,default
SKU-C,2024-09-13,224.5,False,default
SKU-A,2024-09-14,48.4,False,default
SKU-B,2024-09-14,73.2,True,default
SKU-C,2024-09-14,115.9,False,default
SKU-A,2024-09-15,37.6,False,default
SKU-B,2024-09-15,17.6,True,default
SKU-C,2024-09-15,27.4,False,default
SKU-A,2024-09-16,137.3,False,default
SKU-B,2024-09-16,165.1,True,default
SKU-C,2024-09-16,242.8,False,default
SKU-A,2024-09-17,143.2,False,default
SKU-B,2024-09-17,151.9,True,default
SKU-C,2024-09-17,235.9,False,default
SKU-A,2024-09-18,149.2,False,default
SKU-B,2024-09-18,170.3,True,default
SKU-C,2024-09-18,252.6,False,default
SKU-A,2024-09-19,152.0,False,default
SKU-B,2024-09-19,168.7,True,default
SKU-C,2024-09-19,223.0,False,default
SKU-A,2024-09-20,100.2,False,default
SKU-B,2024-09-20,151.4,True,default
SKU-C,2024-09-20,206.7,False,default
SKU-A,2024-09-21,59.5,False,default
SKU-B,2024-09-21,52.4,True,default
SKU-C,2024-09-21,62.2,False,default
SKU-A,2024-09-22,43.4,False,default
SKU-B,2024-09-22,32.1,True,default
SKU-C,2024-09-22,61.5,False,default
SKU-A,2024-09-23,137.9,False,default
SKU-B,2024-09-23,161.9,True,default
SKU-C,2024-09-23,244.8,False,default
SKU-A,2024-09-24,129.2,False,default
SKU-B,2024-09-24,162.0,True,default
SKU-C,2024-09-24,209.0,False,default
SKU-A,2024-09-25,129.9,False,default
SKU-B,2024-09-25,157.3,True,default
SKU-C,2024-09-25,225.2,False,default
SKU-A,2024-09-26,128.8,False,default
SKU-B,2024-09-26,172.3,True,default
SKU-C,2024-09-26,196.4,False,default
SKU-A,2024-09-27,119.1,False,default
SKU-B,2024-09-27,138.9,True,default
SKU-C,2024-09-27,232.3,False,default
SKU-A,2024-09-28,56.9,False,default
SKU-B,2024-09-28,73.7,True,default
SKU-C,2024-09-28,49.7,False,default
SKU-A,2024-09-29,30.9,False,default
SKU-B,2024-09-29,40.5,True,default
SKU-C,2024-09-29,45.3,False,default
SKU-A,2024-09-30,149.9,False,default
SKU-B,2024-09-30,82.2,False,default
SKU-C,2024-09-30,250.6,False,default
SKU-A,2024-10-01,167.8,False,default
SKU-B,2024-10-01,83.4,False,default
SKU-C,2024-10-01,203.4,False,default
SKU-A,2024-10-02,154.6,False,default
SKU-B,2024-10-02,102.5,False,default
SKU-C,2024-10-02,200.6,False,default
SKU-A,2024-10-03,126.0,False,default
SKU-B,2024-10-03,83.5,False,default
SKU-C,2024-10-03,179.2,False,default
SKU-A,2024-10-04,104.8,False,default
SKU-B,2024-10-04,67.4,False,default
SKU-C,2024-10-04,171.5,False,default
SKU-A,2024-10-05,52.0,False,default
SKU-B,2024-10-05,36.6,False,default
SKU-C,2024-10-05,123.2,False,default
SKU-A,2024-10-06,11.2,False,default
SKU-B,2024-10-06,26.9,False,default
SKU-C,2024-10-06,36.7,False,default
SKU-A,2024-10-07,129.5,False,default
SKU-B,2024-10-07,91.7,False,default
SKU-C,2024-10-07,181.3,False,default
SKU-A,2024-10-08,135.5,False,default
SKU-B,2024-10-08,86.3,False,default
SKU-C,2024-10-08,220.8,False,default
SKU-A,2024-10-09,133.6,False,default
SKU-B,2024-10-09,108.8,False,default
SKU-C,2024-10-09,191.7,False,default
SKU-A,2024-10-10,120.7,False,default
SKU-B,2024-10-10,77.7,False,default
SKU-C,2024-10-10,192.9,False,default
SKU-A,2024-10-11,105.8,False,default
SKU-B,2024-10-11,87.1,False,default
SKU-C,2024-10-11,220.8,False,default
SKU-A,2024-10-12,42.5,False,default
SKU-B,2024-10-12,25.0,False,default
SKU-C,2024-10-12,93.8,False,default
SKU-A,2024-10-13,17.1,False,default
SKU-B,2024-10-13,22.9,False,default
SKU-C,2024-10-13,45.9,False,default
SKU-A,2024-10-14,103.9,False,default
SKU-B,2024-10-14,98.1,False,default
SKU-C,2024-10-14,248.3,False,default
SKU-A,2024-10-15,117.0,False,default
SKU-B,2024-10-15,78.4,False,default
SKU-C,2024-10-15,209.7,False,default
SKU-A,2024-10-16,130.7,False,default
SKU-B,2024-10-16,88.5,False,default
SKU-C,2024-10-16,251.9,False,default
SKU-A,2024-10-17,122.5,False,default
SKU-B,2024-10-17,73.6,False,default
SKU-C,2024-10-17,166.4,False,default
SKU-A,2024-10-18,101.2,False,default
SKU-B,2024-10-18,72.8,False,default
SKU-C,2024-10-18,224.9,False,default
SKU-A,2024-10-19,41.9,False,default
SKU-B,2024-10-19,34.6,False,default
SKU-C,2024-10-19,79.3,False,default
SKU-A,2024-10-20,42.6,False,default
SKU-B,2024-10-20,41.4,False,default
SKU-C,2024-10-20,26.4,False,default
SKU-A,2024-10-21,115.8,False,default
SKU-B,2024-10-21,90.7,False,default
SKU-C,2024-10-21,214.6,False,default
SKU-A,2024-10-22,150.4,False,default
SKU-B,2024-10-22,85.8,False,default
SKU-C,2024-10-22,187.8,False,default
SKU-A,2024-10-23,131.0,False,default
SKU-B,2024-10-23,90.7,False,default
SKU-C,2024-10-23,216.5,False,default
SKU-A,2024-10-24,129.3,False,default
SKU-B,2024-10-24,90.0,False,default
SKU-C,2024-10-24,224.4,False,default
SKU-A,2024-10-25,129.8,False,default
SKU-B,2024-10-25,77.6,False,default
SKU-C,2024-10-25,170.7,False,default
SKU-A,2024-10-26,50.5,False,default
SKU-B,2024-10-26,43.5,False,default
SKU-C,2024-10-26,57.0,False,default
SKU-A,2024-10-27,29.6,False,default
SKU-B,2024-10-27,11.7,False,default
SKU-C,2024-10-27,39.3,False,default
SKU-A,2024-10-28,139.0,False,default
SKU-B,2024-10-28,79.9,False,default
SKU-C,2024-10-28,193.2,False,default
SKU-A,2024-10-29,98.9,False,default
SKU-B,2024-10-29,85.2,False,default
SKU-C,2024-10-29,207.4,False,default
SKU-A,2024-10-30,151.3,False,default
SKU-B,2024-10-30,74.3,False,default
SKU-C,2024-10-30,196.0,False,default
SKU-A,2024-10-31,122.2,False,default
SKU-B,2024-10-31,92.9,False,default
SKU-C,2024-10-31,187.4,False,default
SKU-A,2024-11-01,110.4,False,default
SKU-B,2024-11-01,75.2,False,default
SKU-C,2024-11-01,174.8,False,default
SKU-A,2024-11-02,40.3,False,default
SKU-B,2024-11-02,32.6,False,default
SKU-C,2024-11-02,102.1,False,default
SKU-A,2024-11-03,8.0,False,default
SKU-B,2024-11-03,16.6,False,default
SKU-C,2024-11-03,20.0,False,default
SKU-A,2024-11-04,134.6,False,default
SKU-B,2024-11-04,60.7,False,default
SKU-C,2024-11-04,172.8,False,default
SKU-A,2024-11-05,121.9,False,default
SKU-B,2024-11-05,91.3,False,default
SKU-C,2024-11-05,184.4,False,default
SKU-A,2024-11-06,107.5,False,default
SKU-B,2024-11-06,94.2,False,default
SKU-C,2024-11-06,149.2,False,default
SKU-A,2024-11-07,82.4,False,default
SKU-B,2024-11-07,79.5,False,default
SKU-C,2024-11-07,172.1,False,default
SKU-A,2024-11-08,88.1,False,default
SKU-B,2024-11-08,74.4,False,default
SKU-C,2024-11-08,171.7,False,default
SKU-A,2024-11-09,37.4,False,default
SKU-B,2024-11-09,17.0,False,default
SKU-C,2024-11-09,95.1,False,default
SKU-A,2024-11-10,32.6,False,default
SKU-B,2024-11-10,13.9,False,default
SKU-C,2024-11-10,82.7,False,default
SKU-A,2024-11-11,97.7,False,default
SKU-B,2024-11-11,58.8,False,default
SKU-C,2024-11-11,164.7,False,default
SKU-A,2024-11-12,112.7,False,default
SKU-B,2024-11-12,76.2,False,default
SKU-C,2024-11-12,175.3,False,default
SKU-A,2024-11-13,118.3,False,default
SKU-B,2024-11-13,61.0,False,default
SKU-C,2024-11-13,216.8,False,default
SKU-A,2024-11-14,111.4,False,default
SKU-B,2024-11-14,84.4,False,default
SKU-C,2024-11-14,188.6,False,default
SKU-A,2024-11-15,107.9,False,default
SKU-B,2024-11-15,71.4,False,default
SKU-C,2024-11-15,172.7,False,default
SKU-A,2024-11-16,54.4,False,default
SKU-B,2024-11-16,42.4,False,default
SKU-C,2024-11-16,76.4,False,default
SKU-A,2024-11-17,32.9,False,default
SKU-B,2024-11-17,13.6,False,default
SKU-C,2024-11-17,71.7,False,default
SKU-A,2024-11-18,101.0,False,default
SKU-B,2024-11-18,90.3,False,default
SKU-C,2024-11-18,176.7,False,default
SKU-A,2024-11-19,89.3,False,default
SKU-B,2024-11-19,73.3,False,default
SKU-C,2024-11-19,160.1,False,default
SKU-A,2024-11-20,123.1,False,default
SKU-B,2024-11-20,65.3,False,default
SKU-C,2024-11-20,165.4,False,default
SKU-A,2024-11-21,81.8,False,default
SKU-B,2024-11-21,67.1,False,default
SKU-C,2024-11-21,115.4,False,default
SKU-A,2024-11-22,75.1,False,default
SKU-B,2024-11-22,71.9,False,default
SKU-C,2024-11-22,177.5,False,default
SKU-A,2024-11-23,50.2,False,default
SKU-B,2024-11-23,18.8,False,default
SKU-C,2024-11-23,68.8,False,default
SKU-A,2024-11-24,21.8,False,default
SKU-B,2024-11-24,2.6,False,default
SKU-C,2024-11-24,72.5,False,default
SKU-A,2024-11-25,122.0,False,default
SKU-B,2024-11-25,68.6,False,default
SKU-C,2024-11-25,174.5,False,default
SKU-A,2024-11-26,111.7,False,default
SKU-B,2024-11-26,50.1,False,default
SKU-C,2024-11-26,167.2,False,default
SKU-A,2024-11-27,98.1,False,default
SKU-B,2024-11-27,60.4,False,default
SKU-C,2024-11-27,165.9,False,default
SKU-A,2024-11-28,135.0,False,default
SKU-B,2024-11-28,76.6,False,default
SKU-C,2024-11-28,158.1,False,default
SKU-A,2024-11-29,105.6,False,default
SKU-B,2024-11-29,77.0,False,default
SKU-C,2024-11-29,177.9,False,default
SKU-A,2024-11-30,43.9,False,default
SKU-B,2024-11-30,21.5,False,default
SKU-C,2024-11-30,86.1,False,default
SKU-A,2024-12-01,27.3,False,default
SKU-B,2024-12-01,22.9,False,default
SKU-C,2024-12-01,50.1,False,default
SKU-A,2024-12-02,122.7,False,default
SKU-B,2024-12-02,64.1,False,default
SKU-C,2024-12-02,203.6,False,default
SKU-A,2024-12-03,109.7,False,default
SKU-B,2024-12-03,90.1,False,default
SKU-C,2024-12-03,153.1,False,default
SKU-A,2024-12-04,132.5,False,default
SKU-B,2024-12-04,71.2,False,default
SKU-C,2024-12-04,153.6,False,default
SKU-A,2024-12-05,99.0,False,default
SKU-B,2024-12-05,65.8,False,default
SKU-C,2024-12-05,180.1,False,default
SKU-A,2024-12-06,103.3,False,default
SKU-B,2024-12-06,56.3,False,default
SKU-C,2024-12-06,151.6,False,default
SKU-A,2024-12-07,74.5,False,default
SKU-B,2024-12-07,44.8,False,default
SKU-C,2024-12-07,78.4,False,default
SKU-A,2024-12-08,21.7,False,default
SKU-B,2024-12-08,14.9,False,default
SKU-C,2024-12-08,49.0,False,default
SKU-A,2024-12-09,90.1,False,default
SKU-B,2024-12-09,65.9,False,default
SKU-C,2024-12-09,126.4,False,default
SKU-A,2024-12-10,111.3,False,default
SKU-B,2024-12-10,74.8,False,default
SKU-C,2024-12-10,155.8,False,default
SKU-A,2024-12-11,128.7,False,default
SKU-B,2024-12-11,56.0,False,default
SKU-C,2024-12-11,130.9,False,default
SKU-A,2024-12-12,108.3,False,default
SKU-B,2024-12-12,78.6,False,default
SKU-C,2024-12-12,209.4,False,default
SKU-A,2024-12-13,87.5,False,default
SKU-B,2024-12-13,72.0,False,default
SKU-C,2024-12-13,149.3,False,default
SKU-A,2024-12-14,39.3,False,default
SKU-B,2024-12-14,36.0,False,default
SKU-C,2024-12-14,83.0,False,default
SKU-A,2024-12-15,0.0,False,default
SKU-B,2024-12-15,28.3,False,default
SKU-C,2024-12-15,67.8,False,default
SKU-A,2024-12-16,95.0,False,default
SKU-B,2024-12-16,71.7,False,default
SKU-C,2024-12-16,178.7,False,default
SKU-A,2024-12-17,108.2,False,default
SKU-B,2024-12-17,62.2,False,default
SKU-C,2024-12-17,149.3,False,default
SKU-A,2024-12-18,103.8,False,default
SKU-B,2024-12-18,79.3,False,default
SKU-C,2024-12-18,179.5,False,default
SKU-A,2024-12-19,98.5,False,default
SKU-B,2024-12-19,75.3,False,default
SKU-C,2024-12-19,94.5,False,default
SKU-A,2024-12-20,110.8,False,default
SKU-B,2024-12-20,43.3,False,default
SKU-C,2024-12-20,140.0,False,default
SKU-A,2024-12-21,24.8,False,default
SKU-B,2024-12-21,14.0,False,default
SKU-C,2024-12-21,95.2,False,default
SKU-A,2024-12-22,13.8,False,default
SKU-B,2024-12-22,16.9,False,default
SKU-C,2024-12-22,31.9,False,default
SKU-A,2024-12-23,111.0,False,default
SKU-B,2024-12-23,68.1,False,default
SKU-C,2024-12-23,133.1,False,default
SKU-A,2024-12-24,118.7,False,default
SKU-B,2024-12-24,62.4,False,default
SKU-C,2024-12-24,126.2,False,default
SKU-A,2024-12-25,97.3,False,default
SKU-B,2024-12-25,82.3,False,default
SKU-C,2024-12-25,186.2,False,default
SKU-A,2024-12-26,98.5,False,default
SKU-B,2024-12-26,63.7,False,default
SKU-C,2024-12-26,156.9,False,default
SKU-A,2024-12-27,124.5,False,default
SKU-B,2024-12-27,64.3,False,default
SKU-C,2024-12-27,159.1,False,default
SKU-A,2024-12-28,56.9,False,default
SKU-B,2024-12-28,29.3,False,default
SKU-C,2024-12-28,59.5,False,default
SKU-A,2024-12-29,17.8,False,default
SKU-B,2024-12-29,12.7,False,default
SKU-C,2024-12-29,32.0,False,default
SKU-A,2024-12-30,114.6,False,default
SKU-B,2024-12-30,67.7,False,default
SKU-C,2024-12-30,183.1,False,default
SKU-A,2024-12-31,102.5,False,default
SKU-B,2024-12-31,68.0,False,default
SKU-C,2024-12-31,114.8,False,default
SKU-A,2025-01-01,117.4,False,default
SKU-B,2025-01-01,70.7,False,default
SKU-C,2025-01-01,189.8,False,default
SKU-A,2025-01-02,60.3,False,default
SKU-B,2025-01-02,88.1,False,default
SKU-C,2025-01-02,161.3,False,default
SKU-A,2025-01-03,110.0,False,default
SKU-B,2025-01-03,50.1,False,default
SKU-C,2025-01-03,163.7,False,default
SKU-A,2025-01-04,25.7,False,default
SKU-B,2025-01-04,20.7,False,default
SKU-C,2025-01-04,113.8,False,default
SKU-A,2025-01-05,17.9,False,default
SKU-B,2025-01-05,15.6,False,default
SKU-C,2025-01-05,54.7,False,default
SKU-A,2025-01-06,111.4,False,default
SKU-B,2025-01-06,68.8,False,default
SKU-C,2025-01-06,174.2,False,default
SKU-A,2025-01-07,140.1,False,default
SKU-B,2025-01-07,66.8,False,default
SKU-C,2025-01-07,170.2,False,default
SKU-A,2025-01-08,119.9,False,default
SKU-B,2025-01-08,78.5,False,default
SKU-C,2025-01-08,195.0,False,default
SKU-A,2025-01-09,113.8,False,default
SKU-B,2025-01-09,56.0,False,default
SKU-C,2025-01-09,206.2,False,default
SKU-A,2025-01-10,76.7,False,default
SKU-B,2025-01-10,63.8,False,default
SKU-C,2025-01-10,130.1,False,default
SKU-A,2025-01-11,40.8,False,default
SKU-B,2025-01-11,30.3,False,default
SKU-C,2025-01-11,74.3,False,default
SKU-A,2025-01-12,27.2,False,default
SKU-B,2025-01-12,29.7,False,default
SKU-C,2025-01-12,44.5,False,default
SKU-A,2025-01-13,101.0,False,default
SKU-B,2025-01-13,77.4,False,default
SKU-C,2025-01-13,195.8,False,default
SKU-A,2025-01-14,86.4,False,default
SKU-B,2025-01-14,73.8,False,default
SKU-C,2025-01-14,183.8,False,default
SKU-A,2025-01-15,100.5,False,default
SKU-B,2025-01-15,81.7,False,default
SKU-C,2025-01-15,162.7,False,default
SKU-A,2025-01-16,107.0,False,default
SKU-B,2025-01-16,66.3,False,default
SKU-C,2025-01-16,167.1,False,default
SKU-A,2025-01-17,78.3,False,default
SKU-B,2025-01-17,46.9,False,default
SKU-C,2025-01-17,190.1,False,default
SKU-A,2025-01-18,29.5,False,default
SKU-B,2025-01-18,17.4,False,default
SKU-C,2025-01-18,13.1,False,default
SKU-A,2025-01-19,11.5,False,default
SKU-B,2025-01-19,0.4,False,default
SKU-C,2025-01-19,74.6,False,default
SKU-A,2025-01-20,121.0,False,default
SKU-B,2025-01-20,61.6,False,default
SKU-C,2025-01-20,224.1,False,default
SKU-A,2025-01-21,120.8,False,default
SKU-B,2025-01-21,65.4,False,default
SKU-C,2025-01-21,105.6,False,default
SKU-A,2025-01-22,140.6,False,default
SKU-B,2025-01-22,54.9,False,default
SKU-C,2025-01-22,127.3,False,default
SKU-A,2025-01-23,121.8,False,default
SKU-B,2025-01-23,93.3,False,default
SKU-C,2025-01-23,203.4,False,default
SKU-A,2025-01-24,104.5,False,default
SKU-B,2025-01-24,68.1,False,default
SKU-C,2025-01-24,173.5,False,default
SKU-A,2025-01-25,54.2,False,default
SKU-B,2025-01-25,30.5,False,default
SKU-C,2025-01-25,70.4,False,default
SKU-A,2025-01-26,20.5,False,default
SKU-B,2025-01-26,6.3,False,default
SKU-C,2025-01-26,27.0,False,default
SKU-A,2025-01-27,82.1,False,default
SKU-B,2025-01-27,68.5,False,default
SKU-C,2025-01-27,145.5,False,default
SKU-A,2025-01-28,91.2,False,default
SKU-B,2025-01-28,71.5,False,default
SKU-C,2025-01-28,205.4,False,default
SKU-A,2025-01-29,121.8,False,default
SKU-B,2025-01-29,54.2,False,default
SKU-C,2025-01-29,146.3,False,default
SKU-A,2025-01-30,122.4,False,default
SKU-B,2025-01-30,60.2,False,default
SKU-C,2025-01-30,165.9,False,default
SKU-A,2025-01-31,106.0,False,default
SKU-B,2025-01-31,53.5,False,default
SKU-C,2025-01-31,157.4,False,default
SKU-A,2025-02-01,23.6,False,default
SKU-B,2025-02-01,22.2,False,default
SKU-C,2025-02-01,77.0,False,default
SKU-A,2025-02-02,0.0,False,default
SKU-B,2025-02-02,18.5,False,default
SKU-C,2025-02-02,34.1,False,default
SKU-A,2025-02-03,117.8,False,default
SKU-B,2025-02-03,73.1,False,default
SKU-C,2025-02-03,207.5,False,default
SKU-A,2025-02-04,111.8,False,default
SKU-B,2025-02-04,66.7,False,default
SKU-C,2025-02-04,176.9,False,default
SKU-A,2025-02-05,118.4,False,default
SKU-B,2025-02-05,71.7,False,default
SKU-C,2025-02-05,175.4,False,default
SKU-A,2025-02-06,100.0,False,default
SKU-B,2025-02-06,64.8,False,default
SKU-C,2025-02-06,139.8,False,default
SKU-A,2025-02-07,126.1,False,default
SKU-B,2025-02-07,52.1,False,default
SKU-C,2025-02-07,140.6,False,default
SKU-A,2025-02-08,33.7,False,default
SKU-B,2025-02-08,37.7,False,default
SKU-C,2025-02-08,63.0,False,default
SKU-A,2025-02-09,41.0,False,default
SKU-B,2025-02-09,7.7,False,default
SKU-C,2025-02-09,42.3,False,default
SKU-A,2025-02-10,99.5,False,default
SKU-B,2025-02-10,93.8,False,default
SKU-C,2025-02-10,147.4,False,default
SKU-A,2025-02-11,117.1,False,default
SKU-B,2025-02-11,79.0,False,default
SKU-C,2025-02-11,188.1,False,default
SKU-A,2025-02-12,110.0,False,default
SKU-B,2025-02-12,71.6,False,default
SKU-C,2025-02-12,179.4,False,default
SKU-A,2025-02-13,111.0,False,default
SKU-B,2025-02-13,82.8,False,default
SKU-C,2025-02-13,234.2,False,default
SKU-A,2025-02-14,93.9,False,default
SKU-B,2025-02-14,52.3,False,default
SKU-C,2025-02-14,159.4,False,default
SKU-A,2025-02-15,84.3,False,default
SKU-B,2025-02-15,21.4,False,default
SKU-C,2025-02-15,113.0,False,default
SKU-A,2025-02-16,48.1,False,default
SKU-B,2025-02-16,9.2,False,default
SKU-C,2025-02-16,50.4,False,default
SKU-A,2025-02-17,139.3,False,default
SKU-B,2025-02-17,70.4,False,default
SKU-C,2025-02-17,176.4,False,default
SKU-A,2025-02-18,106.6,False,default
SKU-B,2025-02-18,64.3,False,default
SKU-C,2025-02-18,165.9,False,default
SKU-A,2025-02-19,97.4,False,default
SKU-B,2025-02-19,75.1,False,default
SKU-C,2025-02-19,163.5,False,default
SKU-A,2025-02-20,119.7,False,default
SKU-B,2025-02-20,59.5,False,default
SKU-C,2025-02-20,191.8,False,default
SKU-A,2025-02-21,117.5,False,default
SKU-B,2025-02-21,47.8,False,default
SKU-C,2025-02-21,175.1,False,default
SKU-A,2025-02-22,65.3,False,default
SKU-B,2025-02-22,18.1,False,default
SKU-C,2025-02-22,115.8,False,default
SKU-A,2025-02-23,29.8,False,default
SKU-B,2025-02-23,8.1,False,default
SKU-C,2025-02-23,35.7,False,default
SKU-A,2025-02-24,126.4,False,default
SKU-B,2025-02-24,77.0,False,default
SKU-C,2025-02-24,199.8,False,default
SKU-A,2025-02-25,104.7,False,default
SKU-B,2025-02-25,78.2,False,default
SKU-C,2025-02-25,151.7,False,default
SKU-A,2025-02-26,117.4,False,default
SKU-B,2025-02-26,67.8,False,default
SKU-C,2025-02-26,169.4,False,default
SKU-A,2025-02-27,138.1,False,default
SKU-B,2025-02-27,88.0,False,default
SKU-C,2025-02-27,203.8,False,default
SKU-A,2025-02-28,91.6,False,default
SKU-B,2025-02-28,66.5,False,default
SKU-C,2025-02-28,200.7,False,default
SKU-A,2025-03-01,50.3,False,default
SKU-B,2025-03-01,54.3,False,default
SKU-C,2025-03-01,85.9,False,default
SKU-A,2025-03-02,27.1,False,default
SKU-B,2025-03-02,12.5,False,default
SKU-C,2025-03-02,41.5,False,default
SKU-A,2025-03-03,216.5,True,default
SKU-B,2025-03-03,85.5,False,default
SKU-C,2025-03-03,215.6,False,default
SKU-A,2025-03-04,207.9,True,default
SKU-B,2025-03-04,65.4,False,default
SKU-C,2025-03-04,146.5,False,default
SKU-A,2025-03-05,228.3,True,default
SKU-B,2025-03-05,68.0,False,default
SKU-C,2025-03-05,139.4,False,default
SKU-A,2025-03-06,227.4,True,default
SKU-B,2025-03-06,104.3,False,default
SKU-C,2025-03-06,193.9,False,default
SKU-A,2025-03-07,212.9,True,default
SKU-B,2025-03-07,72.6,False,default
SKU-C,2025-03-07,172.9,False,default
SKU-A,2025-03-08,103.2,True,default
SKU-B,2025-03-08,29.1,False,default
SKU-C,2025-03-08,85.0,False,default
SKU-A,2025-03-09,49.7,True,default
SKU-B,2025-03-09,9.4,False,default
SKU-C,2025-03-09,64.1,False,default
SKU-A,2025-03-10,222.9,True,default
SKU-B,2025-03-10,73.2,False,default
SKU-C,2025-03-10,210.7,False,default
SKU-A,2025-03-11,213.0,True,default
SKU-B,2025-03-11,81.4,False,default
SKU-C,2025-03-11,197.9,False,default
SKU-A,2025-03-12,243.8,True,default
SKU-B,2025-03-12,86.2,False,default
SKU-C,2025-03-12,198.4,False,default
SKU-A,2025-03-13,240.7,True,default
SKU-B,2025-03-13,95.7,False,default
SKU-C,2025-03-13,213.8,False,default
SKU-A,2025-03-14,206.7,True,default
SKU-B,2025-03-14,60.8,False,default
SKU-C,2025-03-14,154.0,False,default
SKU-A,2025-03-15,87.6,True,default
SKU-B,2025-03-15,26.9,False,default
SKU-C,2025-03-15,76.0,False,default
SKU-A,2025-03-16,47.2,True,default
SKU-B,2025-03-16,21.9,False,default
SKU-C,2025-03-16,38.7,False,default
SKU-A,2025-03-17,239.8,True,default
SKU-B,2025-03-17,83.9,False,default
SKU-C,2025-03-17,153.9,False,default
SKU-A,2025-03-18,219.5,True,default
SKU-B,2025-03-18,82.2,False,default
SKU-C,2025-03-18,174.0,False,default
SKU-A,2025-03-19,243.6,True,default
